Ma,Re_L,alpha_L,c_i
2,4000.166894,0.050345,-3.03098481e-02
2,4000.166894,0.057931,-2.53326580e-02
2,4000.166894,0.065517,-1.14656339e-02
2,4000.166894,0.073103,-1.20223469e-02
2,4000.166894,0.080690,-3.05406228e-03
2,4000.166894,0.088276,5.18320918e-03
2,4000.166894,0.095862,1.00377414e-02
2,4000.166894,0.103448,1.09064296e-02
2,4000.166894,0.111034,8.61489959e-03
2,4000.166894,0.118621,5.11372555e-03
2,4000.166894,0.126207,2.74453275e-03
2,4000.166894,0.133793,1.74438392e-03
2,4000.166894,0.141379,1.25954205e-03
2,4000.166894,0.148966,8.80349486e-04
2,4000.166894,0.156552,5.17986201e-04
2,4000.166894,0.164138,1.77487590e-04
2,4000.166894,0.171724,-1.25308670e-04
2,4000.166894,0.179310,-3.83095214e-04
2,4000.166894,0.186897,-5.96619085e-04
2,4000.166894,0.194483,-7.70692529e-04
2,4000.166894,0.202069,-9.11293142e-04
2,4000.166894,0.209655,-1.02415393e-03
2,4000.166894,0.217241,-8.76137796e-05
2,4000.166894,0.224828,7.87251938e-04
2,4000.166894,0.232414,1.32854022e-03
2,4000.166894,0.240000,1.39091810e-03
2,4500.000000,0.020000,-4.93299675e-02
2,4500.000000,0.027586,-4.26767138e-02
2,4500.000000,0.035172,-3.76790344e-02
2,4500.000000,0.042759,-3.33263114e-02
2,4500.000000,0.050345,-2.90123874e-02
2,4500.000000,0.057931,-2.42486079e-02
2,4500.000000,0.065517,-1.08540858e-02
2,4500.000000,0.073103,-1.10389159e-02
2,4500.000000,0.080690,-1.84965033e-03
2,4500.000000,0.088276,6.30601304e-03
2,4500.000000,0.095862,1.06481231e-02
2,4500.000000,0.103448,1.07754074e-02
2,4500.000000,0.111034,7.81857742e-03
2,4500.000000,0.118621,4.31912221e-03
2,4500.000000,0.126207,2.48550024e-03
2,4500.000000,0.133793,1.78986718e-03
2,4500.000000,0.141379,1.37651464e-03
2,4500.000000,0.148966,9.88646200e-04
2,4500.000000,0.156552,6.07084949e-04
2,4500.000000,0.164138,2.56067375e-04
2,4500.000000,0.171724,-4.85692064e-05
2,4500.000000,0.179310,-3.03789494e-04
2,4500.000000,0.186897,-5.13640705e-04
2,4500.000000,0.194483,-6.84513353e-04
2,4500.000000,0.202069,-8.22837170e-04
2,4500.000000,0.209655,-8.13043833e-04
2,4500.000000,0.217241,2.23539993e-04
2,4500.000000,0.224828,1.07038771e-03
2,4500.000000,0.232414,1.49062497e-03
2,4500.000000,0.240000,1.36651734e-03
